SL No,Date & Year,Stadium,Match format,Country,Bowler name,Bowling Hand,Over number,Bowler type,Delivery type,Speed of delivery,Shot played,Runs/W,Total Runs,Total Balls Face
,2011-12-11,Chennai,ODI,West Indies,AD Russell,Right,30.1,Fast,Straight Seam,139.1,Paddle Sweep,4,31,32
,2011-12-11,Chennai,ODI,West Indies,AD Russell,Right,30.2,Fast,Straight Seam,147.1,Square Drive,1,32,33
,2011-12-11,Chennai,ODI,West Indies,AD Russell,Right,30.4,Fast,Straight Seam,145.2,Straight Drive,1,33,34
,2011-12-11,Chennai,ODI,West Indies,AD Russell,Right,30.6,Fast,Straight Seam,136.2,Sweep,1,34,35
,2011-12-11,Chennai,ODI,West Indies,KA Pollard,Right,31.1,Fast,Straight Seam,120.1,Forward Defence,0,34,36
,2011-12-11,Chennai,ODI,West Indies,KA Pollard,Right,31.2,Fast,Straight Seam,126.3,Straight Drive,0,34,37
,2011-12-11,Chennai,ODI,West Indies,KA Pollard,Right,31.3,Fast,Straight Seam,125.1,Square Drive,1,35,38
,2011-12-11,Chennai,ODI,West Indies,KA Pollard,Right,31.6,Fast,Straight Seam,128.2,Straight Drive,1,36,39
,2011-12-11,Chennai,ODI,West Indies,AD Russell,Right,32.1,Fast,Straight Seam,141.2,Forward Defence,0,36,40
,2011-12-11,Chennai,ODI,West Indies,AD Russell,Right,32.2,Fast,Straight Seam,141.3,Straight Drive,1,37,41
,2011-12-11,Chennai,ODI,West Indies,AD Russell,Right,32.4,Fast,Straight Seam,136.2,Square Drive,2,39,42
,2011-12-11,Chennai,ODI,West Indies,AD Russell,Right,32.5,Fast,Straight Seam,138.3,Straight Drive,1,40,43
,2011-12-11,Chennai,ODI,West Indies,KA Pollard,Right,33.2,Fast,Straight Seam,120.3,Sweep,1,41,44
,2011-12-11,Chennai,ODI,West Indies,KA Pollard,Right,33.4,Fast,Straight Seam,121.2,Helicopter Shot,4,45,45
,2011-12-11,Chennai,ODI,West Indies,KA Pollard,Right,33.5,Fast,Straight Seam,136.2,Paddle Sweep,1,46,46
,2011-12-11,Chennai,ODI,West Indies,Darren Sammy,Right,34.1,Fast,Straight Seam,129.3,Forward Defence,0,46,47
,2011-12-11,Chennai,ODI,West Indies,Darren Sammy,Right,34.2,Fast,Straight Seam,132.3,Forward Defence,0,46,48
,2011-12-11,Chennai,ODI,West Indies,Darren Sammy,Right,34.3,Fast,Straight Seam,135.1,Square Drive,2,48,49
,2011-12-11,Chennai,ODI,West Indies,Darren Sammy,Right,34.4,Fast,Straight Seam,131.2,Forward Defence,0,48,50
,2011-12-11,Chennai,ODI,West Indies,Darren Sammy,Right,34.5,Fast,Straight Seam,134.1,Straight Drive,1,49,51
,2011-12-11,Chennai,ODI,West Indies,Suni Narine,Right,35.1,Spin,Off Spin,92.1,Reverse Sweep,0,49,52
,2011-12-11,Chennai,ODI,West Indies,Suni Narine,Right,35.2,Spin,Off Spin,93.2,Forward Defence,1,50,53
,2011-12-11,Chennai,ODI,West Indies,Suni Narine,Right,35.5,Spin,Off Spin,89.6,Back Foot Defence,1,51,54
,2011-12-11,Chennai,ODI,West Indies,Kemar Roach,Right,36.1,Fast,Straight Seam,141.2,Cover Drive,1,52,55
,2011-12-11,Chennai,ODI,West Indies,Kemar Roach,Right,36.3,Fast,Straight Seam,137.4,Cover Drive,1,53,56
,2011-12-11,Chennai,ODI,West Indies,Kemar Roach,Right,36.5,Fast,Straight Seam,138.2,Back Foot Defence,1,54,57
,2011-12-11,Chennai,ODI,West Indies,Suni Narine,Right,37.1,Spin,Off Spin,90.1,Forward Defence,0,54,58
,2011-12-11,Chennai,ODI,West Indies,Suni Narine,Right,37.2,Spin,Off Spin,89.2,Forward Defence,0,54,59
,2011-12-11,Chennai,ODI,West Indies,Suni Narine,Right,37.3,Spin,Off Spin,88.3,Cover Drive,1,55,60
,2011-12-11,Chennai,ODI,West Indies,Suni Narine,Right,37.6,Spin,Off Spin,87.1,Straight Drive,1,56,61
,2011-12-11,Chennai,ODI,West Indies,Kemar Roach,Right,38.1,Fast,Straight Seam,136.2,Cover Drive,1,57,62
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,39.3,Spin,Leg Spin,75.1,Back Foot Defence,0,57,63
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,39.4,Spin,Leg Spin,77.5,On Drive,4,61,64
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,39.5,Spin,Leg Spin,78.2,Straight Drive,1,62,65
,2011-12-11,Chennai,ODI,West Indies,Kemar Roach,Right,40.1,Fast,Straight Seam,137.4,Straight Drive,1,63,66
,2011-12-11,Chennai,ODI,West Indies,Kemar Roach,Right,40.4,Fast,Straight Seam,136.2,Straight Drive,2,65,67
,2011-12-11,Chennai,ODI,West Indies,Kemar Roach,Right,405.0,Fast,Straight Seam,134.1,Forward Defence,0,65,68
,2011-12-11,Chennai,ODI,West Indies,Kemar Roach,Right,40.6,Fast,Straight Seam,135.9,Cover Drive,1,66,69
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,41.1,Spin,Leg Spin,90.1,Sweep,0,66,70
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,41.2,Spin,Leg Spin,89.2,Reverse Sweep,0,66,71
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,41.3,Spin,Leg Spin,87.1,Forward Defence,0,66,72
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,41.4,Spin,Leg Spin,85.3,Cover Drive,1,67,73
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,41.6,Spin,Leg Spin,89.2,Cover Drive,1,68,74
,2011-12-11,Chennai,ODI,West Indies,Darren Sammy,Right,42.1,Fast,Straight Seam,130.2,Forward Defence,1,69,75
,2011-12-11,Chennai,ODI,West Indies,Darren Sammy,Right,42.3,Fast,Straight Seam,133.2,On Drive,4,73,76
,2011-12-11,Chennai,ODI,West Indies,Darren Sammy,Right,42.4,Fast,Straight Seam,137.1,Straight Drive,0,73,77
,2011-12-11,Chennai,ODI,West Indies,Darren Sammy,Right,42.5,Fast,Straight Seam,134.2,Off Drive,1,74,78
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,43.1,Spin,Leg Spin,70.3,off Drive,1,75,79
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,43.3,Spin,Leg Spin,81.3,Off Drive,1,76,80
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,43.5,Spin,Leg Spin,85.1,Forward Defence,1,77,81
,2011-12-11,Chennai,ODI,West Indies,Suni Narine,Right,44.2,Spin,Off Spin,77.1,On Drive,1,78,82
,2011-12-11,Chennai,ODI,West Indies,Suni Narine,Right,44.4,Spin,Off Spin,78.2,Cover Drive,1,79,83
,2011-12-11,Chennai,ODI,West Indies,Suni Narine,Right,44.6,Spin,Off Spin,74.1,Straight Drive,1,80,84
,2011-12-11,Chennai,ODI,West Indies,A Martin,Right,45.1,Spin,Leg Spin,69.2,Pull Shot,W,80,85
7.0,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,1.6,Fast,Bouncer,135.2,Back Foot Defence,0,,1
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,2.3,Spin,Off Spin,91.2,Forward Defence,0,,2
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,2.4,Spin,Off Spin,84.2,Square Drive,0,,3
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,2.5,Spin,Off Spin,81.2,Straight Drive,0,,4
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,2.6,Spin,Off Spin,83.2,Straight Drive,1,,5
,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,3.1,Fast,Inswinger,129.2,Forward Defence,0,,6
,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,3.2,Fast,Inswinger,134.2,Forward Defence,0,,7
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,4.1,Spin,Off Spin,90.1,Straight Drive,0,,8
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,4.2,Spin,Off Spin,91.2,Straight Drive,0,,9
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,4.3,Spin,Off Spin,92.3,Straight Drive,1,,10
,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,5.1,Fast,Full Toss,145.2,Forward Defence,0,,11
,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,5.2,Fast,Inswinger,130.1,Sweep,3,,12
,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,5.5,Fast,Inswinger,136.2,Square Drive,0,,13
,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,5.6,Fast,Inswinger,134.2,Straight Drive,0,,14
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,6.2,Spin,Off Spin,85.1,Cover Drive,4,,15
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,6.3,Spin,Off Spin,89.2,Cover Drive,1,,16
,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,7.1,Fast,Inswinger,141.1,Straight Drive,2,,17
,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,7.2,Fast,Inswinger,139.2,Forward Defence,0,,18
,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,7.3,Fast,Inswinger,135.2,Cover Drive,2,,19
,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,7.4,Fast,Inswinger,136.1,Straight Drive,0,,20
,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,7.5,Fast,Inswinger,137.5,Straight Drive,1,,21
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,8.2,Spin,Off Spin,90.1,Cover Drive,4,,22
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,8.3,Spin,Off Spin,86.2,Straight Drive,2,,23
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,8.4,Spin,Off Spin,88.1,Forward Defence,0,,24
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,8.5,Spin,Off Spin,91.2,Back Foot Defence,0,,25
,2012-02-05,Melbourne,ODI,Australia,Marcus Harris,Right,8.6,Spin,Off Spin,88.3,Cover Drive,1,,26
,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,9.1,Fast,Inswinger,130.2,Forward Defence,0,,27
,2012-02-05,Melbourne,ODI,Australia,Mitchell Starc ,Left,9.2,Fast,Inswinger,134.1,Forward Defence,1,,28
,2012-02-05,Melbourne,ODI,Australia,Den Christian,Right,10.2,Fast,Inswinger,136.2,On Drive,4,,29
,2012-02-05,Melbourne,ODI,Australia,Den Christian,Right,10.3,Fast,Inswinger,137.2,Straight Drive,0,,30
,2012-02-05,Melbourne,ODI,Australia,Den Christian,Right,10.4,Fast,Inswinger,138.1,Straight Drive,1,,31
,2012-02-05,Melbourne,ODI,Australia,Den Christian,Right,10.6,Fast,Inswinger,136.2,Cover Drive,1,,32
,2012-02-05,Melbourne,ODI,Australia,Clint Mckay,Right,11.1,Fast,Inswinger,139.2,On Drive,2,,33
,2012-02-05,Melbourne,ODI,Australia,Clint Mckay,Right,11.2,Fast,Inswinger,140.1,On Drive,W,31,34
8.0,2012-02-08,WACA,ODI,Sri Lanka,Lasith Malinga,Right,2.4,Fast,Yorker,145.1,Back Foot Defence,0,,1
,2012-02-08,WACA,ODI,Sri Lanka,Lasith Malinga,Right,2.5,Fast,Straight Seam,135.2,Cover Drive,4,,2
,2012-02-08,WACA,ODI,Sri Lanka,Lasith Malinga,Right,2.6,Fast,Straight Seam,134.1,Forward Defence,0,,3
,2012-02-08,WACA,ODI,Sri Lanka,Nuwan Kulasekara,Right,3.2,Fast,Straight Seam,131.2,Straight Drive,0,,4
,2012-02-08,WACA,ODI,Sri Lanka,Nuwan Kulasekara,Right,3.3,Fast,Straight Seam,135.2,Forward Defence,0,,5
,2012-02-08,WACA,ODI,Sri Lanka,Nuwan Kulasekara,Right,3.4,Fast,Inswinger,136.2,Square Drive,0,,6
,2012-02-08,WACA,ODI,Sri Lanka,Nuwan Kulasekara,Right,3.5,Fast,Straight Seam,132.2,Sweep,0,,7
,2012-02-08,WACA,ODI,Sri Lanka,Nuwan Kulasekara,Right,3.5,Fast,Straight Seam,130.1,Straight Drive,0,,8
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,5.1,Fast,Straight Seam,136.1,Forward Defence,0,,9
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,5.2,Fast,Straight Seam,132.1,Straight Drive,0,,10
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,5.3,Fast,Full Toss,129.2,Straight Drive,0,,11
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,5.4,Fast,Inswinger,128.1,Forward Defence,0,,12
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,5.5,Fast,Straight Seam,132.1,On Drive,0,,13
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,7.6,Fast,Straight Seam,131.9,Forward Defence,0,,14
,2012-02-08,WACA,ODI,Sri Lanka,Nuwan Kulasekara,Right,8.5,Fast,Straight Seam,134.1,Straight Drive,0,,15
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,8.6,Fast,Straight Seam,135.2,Cover Drive,4,,16
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,9.2,Fast,Straight Seam,136.2,Straight Drive,1,,17
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,9.3,Fast,Straight Seam,128.2,Straight Drive,1,,18
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,10.1,Fast,Straight Seam,130.1,Straight Drive,0,,19
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,10.2,Fast,Inswinger,131.6,Cover Drive,1,,20
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,10.6,Fast,Straight Seam,136.2,Square Drive,0,,21
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,11.3,Fast,Straight Seam,137.1,Forward Defence,4,,22
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,11.4,Fast,Straight Seam,134.1,Straight Drive,1,,23
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,12.3,Fast,Inswinger,136.1,Straight Drive,0,,24
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,12.4,Fast,Straight Seam,135.1,Cover Drive,0,,25
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,12.5,Fast,Straight Seam,134.1,On Drive,1,,26
,2012-02-08,WACA,ODI,Sri Lanka,Thisara Perera,Right,13.1,Fast,Straight Seam,135.1,Straight Drive,4,,27
,2012-02-08,WACA,ODI,Sri Lanka,Thisara Perera,Right,13.2,Fast,Straight Seam,132.5,Forward Defence,0,,28
,2012-02-08,WACA,ODI,Sri Lanka,Thisara Perera,Right,13.3,Fast,Straight Seam,136.2,Straight Drive,2,,29
,2012-02-08,WACA,ODI,Sri Lanka,Thisara Perera,Right,13.4,Fast,Outswinger,135.1,Forward Defence,0,,30
,2012-02-08,WACA,ODI,Sri Lanka,Thisara Perera,Right,13.5,Fast,Straight Seam,133.2,Square Drive,0,,31
,2012-02-08,WACA,ODI,Sri Lanka,Thisara Perera,Right,13.6,Fast,Bouncer,134.1,Forward Defence,0,,32
,2012-02-08,WACA,ODI,Sri Lanka,T.Dilshan,Right,14.4,Fast,Straight Seam,135.2,Straight Drive,1,,33
,2012-02-08,WACA,ODI,Sri Lanka,T.Dilshan,Right,14.6,Fast,Straight Seam,134.1,Forward Defence,0,,34
,2012-02-08,WACA,ODI,Sri Lanka,Thisara Perera,Right,15.2,Fast,Straight Seam,131.2,Straight Drive,1,,35
,2012-02-08,WACA,ODI,Sri Lanka,T.Dilshan,Right,16.2,Fast,Bouncer,129.2,Straight Drive,1,,36
,2012-02-08,WACA,ODI,Sri Lanka,T.Dilshan,Right,16.4,Fast,Straight Seam,128.5,Straight Drive,1,,37
,2012-02-08,WACA,ODI,Sri Lanka,T.Dilshan,Right,16.6,Fast,Straight Seam,130.2,Straight Drive,1,,38
,2012-02-08,WACA,ODI,Sri Lanka,Lasith Malinga,Right,17.1,Fast,Straight Seam,130.5,Forward Defence,0,,39
,2012-02-08,WACA,ODI,Sri Lanka,Lasith Malinga,Right,17.2,Fast,Inswinger,125.2,Forward Defence,0,,40
,2012-02-08,WACA,ODI,Sri Lanka,Lasith Malinga,Right,17.3,Fast,Straight Seam,130.2,Cover Drive,1,,41
,2012-02-08,WACA,ODI,Sri Lanka,Lasith Malinga,Right,17.6,Fast,Straight Seam,133.2,Square Drive,0,,42
,2012-02-08,WACA,ODI,Sri Lanka,Lasith Malinga,Right,19.1,Fast,Outswinger,134.2,Straight Drive,0,,43
,2012-02-08,WACA,ODI,Sri Lanka,Lasith Malinga,Right,19.2,Fast,Straight Seam,132.4,Straight Drive,0,,44
,2012-02-08,WACA,ODI,Sri Lanka,Lasith Malinga,Right,19.3,Fast,Straight Seam,132.1,Sweep,1,,45
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,20.1,Fast,Straight Seam,133.1,Straight Drive,0,,46
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,20.2,Fast,Bouncer,135.1,Straight Drive,0,,47
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,20.3,Fast,Straight Seam,130.2,Straight Drive,0,,48
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,20.4,Fast,Inswinger,129.5,Sweep,1,,49
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,21.1,Fast,Inswinger,128.4,Square Drive,1,,50
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,21.3,Fast,Straight Seam,136.2,Square Drive,1,,51
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,21.5,Fast,Straight Seam,130.2,Forward Defence,0,,52
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,21.6,Fast,Straight Seam,130.4,Back Foot Defence,0,,53
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,22.6,Fast,Straight Seam,130.5,Straight Drive,1,,54
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,23.1,Fast,Straight Seam,129.2,Straight Drive,0,,55
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,23.2,Fast,Bouncer,132.2,Straight Drive,0,,56
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,23.3,Fast,Straight Seam,131.2,Straight Drive,0,,57
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,23.4,Fast,Straight Seam,134.1,Off Drive,4,,58
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,23.5,Fast,Straight Seam,135.2,Straight Drive,1,,59
,2012-02-08,WACA,ODI,Sri Lanka,Nuwan Kulasekara,Right,24.1,Fast,Inswinger,136.2,Straight Drive,0,,60
,2012-02-08,WACA,ODI,Sri Lanka,Nuwan Kulasekara,Right,24.3,Fast,Inswinger,132.1,On Drive,4,,61
,2012-02-08,WACA,ODI,Sri Lanka,Nuwan Kulasekara,Right,24.4,Fast,Straight Seam,130.2,Cover Drive,1,,62
,2012-02-08,WACA,ODI,Sri Lanka,Nuwan Kulasekara,Right,24.5,Fast,Straight Seam,129.1,Straight Drive,0,,63
,2012-02-08,WACA,ODI,Sri Lanka,Thisara Perera,Right,25.1,Fast,Straight Seam,132.2,Straight Drive,0,,64
,2012-02-08,WACA,ODI,Sri Lanka,Thisara Perera,Right,25.2,Fast,Straight Seam,134.2,Scoop Shot,2,,65
,2012-02-08,WACA,ODI,Sri Lanka,Thisara Perera,Right,25.3,Fast,Straight Seam,136.2,Pull Shot,4,,66
,2012-02-08,WACA,ODI,Sri Lanka,Thisara Perera,Right,25.4,Fast,Straight Seam,128.1,Paddle Sweep,1,,67
,2012-02-08,WACA,ODI,Sri Lanka,Nuwan Kulasekara,Right,26.1,Fast,Inswinger,127.2,On Drive,1,,68
,2012-02-08,WACA,ODI,Sri Lanka,Thisara Perera,Right,27.1,Fast,Straight Seam,130.2,On Drive,1,,69
,2012-02-08,WACA,ODI,Sri Lanka,Thisara Perera,Right,27.3,Fast,Straight Seam,136.5,Cover Drive,1,,70
,2012-02-08,WACA,ODI,Sri Lanka,T.Dilshan,Right,28.3,Fast,Straight Seam,124.2,Cover Drive,2,,71
,2012-02-08,WACA,ODI,Sri Lanka,T.Dilshan,Right,28.4,Fast,Straight Seam,129.2,Straight Drive,1,,72
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,29.4,Fast,Bouncer,130.2,Straight Drive,1,,73
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,29.6,Fast,Straight Seam,132.2,Straight Drive,0,,74
,2012-02-08,WACA,ODI,Sri Lanka,T.Dilshan,Right,30.5,Fast,Straight Seam,129.2,Straight Drive,1,,75
,2012-02-08,WACA,ODI,Sri Lanka,Lasith Malinga,Right,31.2,Fast,Straight Seam,130.4,Straight Drive,0,,76
,2012-02-08,WACA,ODI,Sri Lanka,Lasith Malinga,Right,31.3,Fast,Yorker,139.2,Square Drive,1,,77
,2012-02-08,WACA,ODI,Sri Lanka,Lasith Malinga,Right,31.6,Fast,Straight Seam,128.1,Cover Drive,2,,78
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,32.2,Fast,Straight Seam,136.1,Forward Defence,0,,79
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,32.3,Fast,Straight Seam,134.2,Forward Defence,1,,80
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,33.1,Fast,Straight Seam,129.2,Cover Drive,4,,81
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,33.2,Fast,Straight Seam,130.2,Cover Drive,1,,82
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,33.5,Fast,Bouncer,132.2,Back Foot Defence,1,,83
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,34.1,Fast,Inswinger,137.2,Forward Defence,1,,84
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,34.3,Fast,Straight Seam,134.2,Straight Drive,0,,85
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,34.4,Fast,Straight Seam,136.3,Straight Drive,0,,86
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,34.5,Fast,Straight Seam,129.2,Straight Drive,0,,87
,2012-02-08,WACA,ODI,Sri Lanka,Angelo Mathews,Right,34.6,Fast,Inswinger,134.6,Straight Drive,1,,88
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,35.1,Fast,Inswinger,132.9,Straight Drive,0,,89
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,35.2,Fast,Straight Seam,130.2,Straight Drive,0,,90
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,35.3,Fast,Straight Seam,134.8,Straight Drive,0,,91
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,35.4,Fast,Inswinger,130.8,Straight Drive,0,,92
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,35.5,Fast,Straight Seam,130.1,Straight Drive,6,,93
,2012-02-08,WACA,ODI,Sri Lanka,Dhammika Prasad,Right,35.6,Fast,Straight Seam,129.2,Cover Drive,W,77,94
9.0,2012-02-12,Adelaide,ODI,Australia,Clint Mckay,Right,9.2,Fast,Straight Seam,132.1,Straight Drive,0,,1
,2012-02-12,Adelaide,ODI,Australia,Clint Mckay,Right,9.3,Fast,Straight Seam,133.2,Forward Defence,0,,2
,2012-02-12,Adelaide,ODI,Australia,Clint Mckay,Right,9.4,Fast,Inswinger,134.2,Straight Drive,0,,3
,2012-02-12,Adelaide,ODI,Australia,Clint Mckay,Right,9.5,Fast,Bouncer,134.9,Forward Defence,0,,4
,2012-02-12,Adelaide,ODI,Australia,Clint Mckay,Right,9.6,Fast,Straight Seam,133.2,Straight Drive,0,,5
,2012-02-12,Adelaide,ODI,Australia,Marcus Harris,Right,10.4,Spin,Off Spin,90.2,Cover Drive,1,,6
,2012-02-12,Adelaide,ODI,Australia,Marcus Harris,Right,10.6,Spin,Off Spin,89.2,Forward Defence,0,,7
,2012-02-12,Adelaide,ODI,Australia,Clint Mckay,Right,11.2,Fast,Straight Seam,133.5,Forward Defence,0,,8
,2012-02-12,Adelaide,ODI,Australia,Clint Mckay,Right,11.3,Fast,Straight Seam,132.6,Straight Drive,0,,9
,2012-02-12,Adelaide,ODI,Australia,Clint Mckay,Right,11.4,Fast,Inswinger,130.2,On Drive,1,,10
,2012-02-12,Adelaide,ODI,Australia,Mitchell Starc ,Left,12.1,Fast,Straight Seam,129.2,Straight Drive,0,,11
,2012-02-12,Adelaide,ODI,Australia,Mitchell Starc ,Left,12.2,Fast,Bouncer,128.1,Straight Drive,0,,12
,2012-02-12,Adelaide,ODI,Australia,Mitchell Starc ,Left,12.3,Fast,Straight Seam,126.5,Cover Drive,1,,13
,2012-02-12,Adelaide,ODI,Australia,Mitchell Starc ,Left,12.5,Fast,Inswinger,129.2,Forward Defence,0,,14
,2012-02-12,Adelaide,ODI,Australia,Mitchell Starc ,Left,12.6,Fast,Straight Seam,124.2,Straight Drive,0,,15
,2012-02-12,Adelaide,ODI,Australia,Den Christian,Right,13.2,Fast,Straight Seam,125.2,Forward Defence,0,,16
,2012-02-12,Adelaide,ODI,Australia,Den Christian,Right,13.3,Fast,Inswinger,132.5,Straight Drive,0,,17
,2012-02-12,Adelaide,ODI,Australia,Den Christian,Right,13.4,Fast,Straight Seam,125.2,off Drive,1,,18
,2012-02-12,Adelaide,ODI,Australia,Den Christian,Right,13.6,Fast,Inswinger,134.1,Straight Drive,1,,19
,2012-02-12,Adelaide,ODI,Australia,Mitchell Starc ,Left,14.1,Fast,Outswinger,132.5,Square Drive,1,,20
,2012-02-12,Adelaide,ODI,Australia,Mitchell Starc ,Left,14.3,Fast,Inswinger,129.2,Square Drive,3,,21
,2012-02-12,Adelaide,ODI,Australia,Mitchell Starc ,Left,14.5,Fast,Straight Seam,128.2,On Drive,1,,22
,2012-02-12,Adelaide,ODI,Australia,Den Christian,Right,15.1,Fast,Inswinger,124.1,Square Drive,1,,23
,2012-02-12,Adelaide,ODI,Australia,Clint Mckay,Right,16.5,Fast,Straight Seam,127.2,Straight Drive,1,,24
,2012-02-12,Adelaide,ODI,Australia,Den Christian,Right,17.3,Fast,Outswinger,124.3,Straight Drive,1,,25
,2012-02-12,Adelaide,ODI,Australia,Den Christian,Right,17.5,Fast,Straight Seam,132.5,Sweep,4,,26
,2012-02-12,Adelaide,ODI,Australia,Den Christian,Right,17.6,Fast,Straight Seam,136.2,Helicopter Shot,1,,27
,2012-02-12,Adelaide,ODI,Australia,Clint Mckay,Right,18.1,Fast,Bouncer,135.1,Off Drive,W,18,28
10.0,2012-02-14,Adelaide,ODI,Sri Lanka,Angelo Mathews,Right,6.5,Fast,Straight Seam,132.2,Straight Drive,0,,1
,2012-02-14,Adelaide,ODI,Sri Lanka,Angelo Mathews,Right,6.6,Fast,Straight Seam,134.5,Straight Drive,1,,2
,2012-02-14,Adelaide,ODI,Sri Lanka,Nuwan Kulasekara,Right,7.1,Fast,Straight Seam,125.1,Square Drive,4,,3
